"Rule","Category","Project","ProjectPath","File","Line","Column","Message","PublicApiRisk","DataFormatRisk","DatabaseRisk","SerializationRisk","UiBindingRisk","ExternalProtocolRisk"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\App.axaml.cs","45","22","類型 'App' 擁有可處置的欄位 '_startupCancellation' 但其本身並非可處置項目","True","False","False","False","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Commands\CancellableAsyncDelegateCommand.cs","9","14","類型 'CancellableDownKyiAsyncDelegateCommand' 擁有可處置的欄位 '_cancellationTokenSource' 但其本身並非可處置項目","True","False","False","False","False","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","30","23","類型 'DownloadService' 擁有可處置的欄位 '_downloadSemaphore', 'TokenSource' 但其本身並非可處置項目","True","False","False","False","False","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\MainWindowViewModel.cs","24","14","類型 'MainWindowViewModel' 擁有可處置的欄位 '_clipboardDebounceCancellation', '_clipboardListener', '_messageCancellation' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewLoginViewModel.cs","16","14","類型 'ViewLoginViewModel' 擁有可處置的欄位 '_tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewMyBangumiFollowViewModel.cs","27","14","類型 'ViewMyBangumiFollowViewModel' 擁有可處置的欄位 '_tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewMyFavoritesViewModel.cs","26","14","類型 'ViewMyFavoritesViewModel' 擁有可處置的欄位 '_tokenSource1', '_tokenSource2' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewMyHistoryViewModel.cs","26","14","類型 'ViewMyHistoryViewModel' 擁有可處置的欄位 '_loadCancellation' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewMySpaceViewModel.cs","21","14","類型 'ViewMySpaceViewModel' 擁有可處置的欄位 '_tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewMyToViewVideoViewModel.cs","22","14","類型 'ViewMyToViewVideoViewModel' 擁有可處置的欄位 '_tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewPublicationViewModel.cs","29","18","類型 'ViewPublicationViewModel' 擁有可處置的欄位 '_tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewPublicFavoritesViewModel.cs","23","14","類型 'ViewPublicFavoritesViewModel' 擁有可處置的欄位 '_tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewSeasonsSeriesViewModel.cs","27","14","類型 'ViewSeasonsSeriesViewModel' 擁有可處置的欄位 'tokenSource' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1001","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewVideoDetailViewModel.cs","34","14","類型 'ViewVideoDetailViewModel' 擁有可處置的欄位 '_operationCancellation' 但其本身並非可處置項目","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Models\Downloading.cs","17","25","將 'Downloading.DownloadedFiles' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Models\NfoModels.cs","22","25","將 'MovieMetadata.Genres' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Models\NfoModels.cs","25","25","將 'MovieMetadata.Tags' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Models\NfoModels.cs","28","24","將 'MovieMetadata.Actors' 中的 'List<Actor>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Models\NfoModels.cs","37","25","將 'MovieMetadata.Ratings' 中的 'List<Rating>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Models\VideoPlayUrlBasic.cs","11","29","將 'VideoPlayUrlBasic.BackupUrl' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\AddToDownloadService.cs","95","74","將 'AddToDownloadService.GetVideo(VideoInfoView, List<VideoSection>)' 中的 'List<VideoSection>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","42","35","將 'DownloadService.DownloadingTasks' 中的 'List<Task>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","322","28","將 'DownloadService.BaseDownloadSubtitle(DownloadingItem)' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","1087","34","將 'DownloadService.DownloadSubtitle(DownloadingItem)' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadStorageService.cs","260","34","將 'DownloadStorageService.GetDownloading()' 中的 'List<DownloadingItem>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","True","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadStorageService.cs","490","33","將 'DownloadStorageService.GetDownloaded()' 中的 'List<DownloadedItem>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","True","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\IDownloadService.cs","14","18","將 'IDownloadService.DownloadSubtitle(DownloadingItem)' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\IFavoritesService.cs","16","53","將 'IFavoritesService.GetFavoritesMediaList(List<FavoritesMedia>, ObservableCollection<FavoritesMedia>, IEventAggregator, CancellationToken)' 中的 'List<FavoritesMedia>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\IInfoService.cs","10","25","將 'IInfoService.GetVideoSections(bool, [CancellationToken])' 中的 'List<VideoSection>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\IInfoService.cs","12","22","將 'IInfoService.GetVideoPages([CancellationToken])' 中的 'List<VideoPage>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\VideoPage.cs","86","31","將 'VideoPage.VideoQualityList' 中的 'List<VideoQuality>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\VideoQuality.cs","26","25","將 'VideoQuality.VideoCodecList' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\VideoSection.cs","29","28","將 'VideoSection.VideoPages' 中的 'List<VideoPage>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewBasicViewModel.cs","87","36","將 'ViewBasicViewModel.ParseScopes' 中的 'List<ParseScopeDisplay>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewBasicViewModel.cs","119","48","將 'ViewBasicViewModel.RepeatDownloadStrategy' 中的 'List<RepeatDownloadStrategyDisplay>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewDanmakuViewModel.cs","64","25","將 'ViewDanmakuViewModel.Fonts' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","78","22","將 'ViewNetworkViewModel.MaxCurrentDownloads' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","110","22","將 'ViewNetworkViewModel.Splits' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","174","25","將 'ViewNetworkViewModel.AriaLogLevels' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","190","22","將 'ViewNetworkViewModel.AriaMaxConcurrentDownloads' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","206","22","將 'ViewNetworkViewModel.AriaSplits' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","222","22","將 'ViewNetworkViewModel.AriaMaxConnectionPerServers' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","238","22","將 'ViewNetworkViewModel.AriaMinSplitSizes' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewNetworkViewModel.cs","294","25","將 'ViewNetworkViewModel.AriaFileAllocations' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","36","26","將 'ViewVideoViewModel.VideoCodecs' 中的 'List<Quality>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","52","26","將 'ViewVideoViewModel.VideoQualityList' 中的 'List<Quality>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","68","26","將 'ViewVideoViewModel.AudioQualityList' 中的 'List<Quality>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","84","33","將 'ViewVideoViewModel.VideoParseTypeList' 中的 'List<VideoParseType>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","116","49","將 'ViewVideoViewModel.FfmpegHardwareAccelerations' 中的 'List<ViewVideoViewModel.FfmpegHardwareAccelerationItem>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","132","22","將 'ViewVideoViewModel.FfmpegMaxParallelJobs' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","245","25","將 'ViewVideoViewModel.FileNamePartTimeFormatList' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","261","37","將 'ViewVideoViewModel.OrderFormatList' 中的 'List<OrderFormatDisplay>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Toolbox\ViewDelogoViewModel.cs","135","34","將 'ViewDelogoViewModel.AvailableColors' 中的 'List<SolidColorBrush>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewDownloadManagerViewModel.cs","23","28","將 'ViewDownloadManagerViewModel.TabHeaders' 中的 'List<TabHeader>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewSettingsViewModel.cs","31","28","將 'ViewSettingsViewModel.TabHeaders' 中的 'List<TabHeader>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewToolboxViewModel.cs","22","32","將 'ViewToolboxViewModel.TabHeaders' 中的 'List<TabHeader>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","True","False"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\AriaClient.cs","42","67","將 'AriaClient.AddUriAsync(List<string>, AriaSendOption, [int])' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\AriaClient.cs","92","91","將 'AriaClient.AddTorrentAsync(string, List<string>, AriaSendOption, [int])' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\AriaClient.cs","137","94","將 'AriaClient.AddMetalinkAsync(string, List<string>, AriaSendOption, [int])' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\AriaClient.cs","636","100","將 'AriaClient.ChangeUriAsync(string, int, List<string>, List<string>, [int])' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\AriaClient.cs","636","122","將 'AriaClient.ChangeUriAsync(string, int, List<string>, List<string>, [int])' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\AriaClient.cs","973","96","將 'AriaClient.MulticallAsync(List<SystemMulticallMathod>)' 中的 'List<SystemMulticallMathod>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaChangeUri.cs","16","26","將 'AriaChangeUri.Result' 中的 'List<int>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaGetFiles.cs","16","30","將 'AriaGetFiles.Result' 中的 'List<AriaUri>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaGetFiles.cs","46","30","將 'AriaGetFilesResult.Uris' 中的 'List<AriaUri>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaGetPeers.cs","16","31","將 'AriaGetPeers.Result' 中的 'List<AriaPeer>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaGetServers.cs","16","43","將 'AriaGetServers.Result' 中的 'List<AriaGetServersResult>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaGetServers.cs","34","39","將 'AriaGetServersResult.Servers' 中的 'List<AriaResultServer>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaGetUris.cs","16","30","將 'AriaGetUris.Result' 中的 'List<AriaUri>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaSendData.cs","19","29","將 'AriaSendData.Params' 中的 'List<object>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaTellStatus.cs","37","43","將 'AriaTellStatusList.Result' 中的 'List<AriaTellStatusResult>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaTellStatus.cs","73","47","將 'AriaTellStatusResult.Files' 中的 'List<AriaTellStatusResultFile>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaTellStatus.cs","121","30","將 'AriaTellStatusResultFile.Uris' 中的 'List<AriaUri>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\AriaVersion.cs","25","59","將 'AriaVersionResult.EnabledFeatures' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\SystemListMethods.cs","12","50","將 'SystemListMethods.Result' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\SystemListNotifications.cs","12","50","將 'SystemListNotifications.Result' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Client\Entity\SystemMulticallMathod.cs","10","50","將 'SystemMulticallMathod.Params' 中的 'List<object>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Server\AriaConfig.cs","23","25","將 'AriaConfig.Headers' 中的 'List<string>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Bangumi\Models\BangumiMedia.cs","25","54","將 'BangumiMedia.Areas' 中的 'List<BangumiArea>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Bangumi\Models\BangumiSeason.cs","22","54","將 'BangumiSeason.Areas' 中的 'List<BangumiArea>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Bangumi\Models\BangumiSeason.cs","25","60","將 'BangumiSeason.Episodes' 中的 'List<BangumiEpisode>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Bangumi\Models\BangumiSeason.cs","51","62","將 'BangumiSeason.Seasons' 中的 'List<BangumiSeasonInfo>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Bangumi\Models\BangumiSeason.cs","53","59","將 'BangumiSeason.Section' 中的 'List<BangumiSection>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Bangumi\Models\BangumiSection.cs","9","60","將 'BangumiSection.Episodes' 中的 'List<BangumiEpisode>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","True","False","True","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\BiliUtils\Constant.cs","43","33","將 'Constant.GetResolutions()' 中的 'List<Quality>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
"CA1002","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\BiliUtils\Constant.cs","55","33","將 'Constant.GetCodecIds()' 中的 'List<Quality>' 變更為使用 'Collection<T>'、'ReadOnlyCollection<T>' 或 'KeyedCollection<K,V>'","True","False","False","False","False","True"
